Description,Name,UNII,SMILES,Target name,Target uniprot,Target gene name,Approved
"Tianeptine is a drug used primarily in the treatment of major depressive disorder and has been studied in the treatment of irritable bowel syndrome (IBS) [A31983]. Structurally, it is classified as a tricyclic antidepressant (TCA), however, it possesses different pharmacological properties than typical tricyclic antidepressants [A31969].

Tianeptine was discovered and patented by The French Society of Medical Research in the 1960s [L2946]. Currently, tianeptine is approved in France and manufactured and marketed by Laboratories Servier SA; it is also marketed in several other European countries under the trade name “Coaxil” as well as in Asia (including Singapore) and Latin America as “Stablon” and “Tatinol” but it is not available in Australia, Canada, New Zealand, the U.K. or the U.S.",Tianeptine,0T493YFU8O,CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=C(C=C(Cl)C=C2)S1(=O)=O,Glutamate receptor 1; Mu-type opioid receptor; 5-hydroxytryptamine receptor 1A; Dopamine D3 receptor; Cytochrome P450 3A4,P42261; P35372; P08908; P35462; P08684,GRIA1; OPRM1; HTR1A; DRD3; CYP3A4,false
"Calcium polycarbophil is a stool stabilizer. Based on its chemical structure, it is a synthetic polymer of polyacrylic acid cross-linked with divinyl glycol presenting a calcium atom as a counter-ion. Polycarbophil is used to treat constipation. This drug may also be used to help relieve the symptoms of irritable bowel syndrome or diarrhea.

Less gas and bloating compared to psyllium laxative products, but can cause heartburn, and belly cramps. It is insoluble in water, dilute acids, and dilute alkali. The material possesses exceptionally high water-binding capacity. is not absorbed, does not interfere with the activity of digestive enzymes or intestinal absorption, possesses satisfactory stability, is physiologically inert, and does not cause gastrointestinal irritation.",Calcium polycarbophil,8F049NKY49,,"","","",true
"Dronabinol (marketed as Marinol) is a synthetic form of delta-9-tetrahydrocannabinol (Δ⁹-THC), the primary psychoactive component of cannabis (marijuana). THC demonstrates its effects through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors, which results in the well-known effects of smoking cannabis such as increased appetite, reduced pain, and changes in emotional and cognitive processes. Due to its evidence as an appetite stimulant and an anti-nauseant, Dronabinol is approved for use in anorexia associated with weight loss in patients with AIDS and for the treatment of nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments [FDA Label].

Tetrahydrocannabinol (THC) and cannabidiol (CBD) are the two most abundant cannabinoids found naturally in the resin of the marijuana plant, both of which are pharmacologically active due to their interaction with cannabinoid receptors that are found throughout the body [A32830]. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. If not provided in their activated form (such as through synthetic forms like Dronabinol or [DB00486]), THC and CBD are obtained through conversion from their precursors, tetrahydrocannabinolic acid-A (THCA-A) and cannabidiolic acid (CBDA), through decarboxylation reactions. This can be achieved through heating, smoking, vaporization, or baking of dried unfertilized female cannabis flowers.

From a pharmacological perspective, Cannabis' diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon endogenous cannabinoid receptors of the body [A32584]. The endocannabinoid system is widely distributed throughout the central and peripheral nervous system (via the Cannabinoid Receptors CB1 and CB2) and plays a role in many physiological processes such as inflammation, cardiovascular function, learning, pain, memory, stress and emotional regulation, and the sleep/wake cycle among many others [A32824]. CB1 receptors are found in both the central and peripheral nervous system, and are most abundant in the hippocampus and amygdala, which are the areas of the brain responsible for short-term memory storage and emotional regulation. CB2 receptors are mainly located in the peripheral nervous system and can be found on lymphoid tissue where they are involved in regulation of immune function [A32676].",Dronabinol,7J8897W37S,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,Cannabinoid receptor 1; Cytochrome P450 3A4; Cytochrome P450 2C9; Cannabinoid receptor 2; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Prostaglandin G/H synthase 1; Cytochrome P450 2C19; Cytochrome P450 1A1; Cytochrome P450 1A2; Cytochrome P450 1B1; Cytochrome P450 2A6; Cytochrome P450 2B6; Cytochrome P450 2D6; Cytochrome P450 2J2; Cytochrome P450 3A5; Cytochrome P450 3A7; Multidrug resistance-associated protein 1; Liver carboxylesterase 1,P21554; P08684; P11712; P34972; P08183; Q9UNQ0; P23219; P33261; P04798; P05177; Q16678; P11509; P20813; P10635; P51589; P20815; P24462; P33527; P23141,CNR1; CYP3A4; CYP2C9; CNR2; ABCB1; ABCG2; PTGS1; CYP2C19; CYP1A1; CYP1A2; CYP1B1; CYP2A6; CYP2B6; CYP2D6; CYP2J2; CYP3A5; CYP3A7; ABCC1; CES1,true
"Amifampridine, or 3,4-diaminopyridine (3,4-DAP), is a quaternary ammonium compound that blocks presynaptic potassium channels, and subsequently prolongs the action potential and increases presynaptic calcium concentrations [A33863]. It was first discovered in Scotland in the 1970s and its clinical effectiveness for neuromuscular disorders, including Lambert–Eaton myasthenic syndrome (LEMS), has been investigated in the 1980s [L3171]. Amifampridine phosphate is a more stable salt that serves as an active ingredient of EMA-approved Firdapse, which was previously marketed as Zenas. It is currently used as the first-line symptomatic treatment for LEMS in adult patients and is ideally given as oral tablets in divided doses, three or four times a day. Firdapse (amifampridine) was formally approved by the US FDA for the treatment of adults with LEMS as recently as November of 2018 [L4819].

LEMS is a rare auto-immune disorder of the neuromuscular junction that is characterized by proximal muscle weakness, depressed tendon reflexes, and posttetanic potentiation in addition to autonomic dysfunction [A33863]. About 50-60% of the patients develop more rapidly progressive LEMS and small cell lung cancer, which influences the prognosis [A33863]. Patients with LEMS develop serum antibodies against presynaptic P/Q-type voltage-gated calcium channels, leading to decreased presynaptic calcium levels and reduced quantal release of acetylcholine, which is mainly responsible for causing symptoms of LEMS [A33863]. Reduced acetylcholine release at the neuromuscular junction leads to decreased frequency of miniature endplate potentials of normal amplitude, and insufficient acetylcholine levels for the activation of postsynaptic muscle fibers following a single nerve impulse [A33863]. This leads to the reduction of the compound muscle action potential (CMAP) [A33863]. Treatment for LEMS include immunotherapy such as conventional immunosuppression or intravenous immunoglobulins, however such treatments are recommended in patients in whom symptomatic treatment would not suffice [A33863]. Amifampridine is the nonimmune treatment options for LEMS. 

In phase III clinical trials of adult patients with LEMS, treatment of amifampridine significantly improved symptoms of LEMS compared to placebo with good tolerance [A33864]. It was demonstrated in clinical studies involving healthy volunteers that the pharmacokinetics and systemic exposure to amifampridine is affected by the genetic differences in N-acetyl-transferase (NAT) enzymes (acetylator phenotype) and NAT2 genotype, which is subject to genetic variation [F272]. Slow acetylators were at higher risk for experiencing drug-associated adverse reactions, such as paresthesias, nausea, and headache [F272].",Amifampridine,RU4S6E2G0J,NC1=CC=NC=C1N,Arylamine N-acetyltransferase 1; Arylamine N-acetyltransferase 2; Potassium voltage-gated channel subfamily A member 1,P18440; P11245; Q09470,NAT1; NAT2; KCNA1,true
"Alpha-tocopherol is the primary form of vitamin E that is preferentially used by the human body to meet appropriate dietary requirements. In particular, the RRR-alpha-tocopherol (or sometimes called the d-alpha-tocopherol stereoisomer) stereoisomer is considered the natural formation of alpha-tocopherol and generally exhibits the greatest bioavailability out of all of the alpha-tocopherol stereoisomers. Moreover, RRR-alpha-tocopherol acetate is a relatively stabilized form of vitamin E that is most commonly used as a food additive when needed [A32451].

Alpha-tocopherol acetate is subsequently most commonly indicated for dietary supplementation in individuals who may demonstrate a genuine deficiency in vitamin E. Vitamin E itself is naturally found in various foods, added to others, or used in commercially available products as a dietary supplement. The recommended dietary allowances (RDAs) for vitamin E alpha-tocopherol are: males = 4 mg (6 IU) females = 4 mg (6 IU) in ages 0-6 months, males = 5 mg (7.5 IU) females = 5 mg (7.5 IU) in ages 7-12 months, males = 6 mg (9 IU) females = 6 mg (9 IU) in ages 1-3 years, males = 7 mg (10.4 IU) females = 7 mg (10.4 IU) in ages 4-8 years, males = 11 mg (16.4 IU) females = 11 mg (16.4 IU) in ages 9-13 years, males = 15 mg (22.4 IU) females = 15 mg (22.4 IU) pregnancy = 15 mg (22.4 IU) lactation = 19 mg (28.4 IU) in ages 14+ years [L2120]. Most individuals obtain adequate vitamin E intake from their diets; genuine vitamin E deficiency is considered to be rare.

Nevertheless, vitamin E is known to be a fat-soluble antioxidant that has the capability to neutralize endogenous free radicals. This biologic action of vitamin E consequently continues to generate ongoing interest and study in whether or not its antioxidant abilities may be used to help assist in preventing or treating a number of different conditions like cardiovascular disease, ocular conditions, diabetes, cancer and more. At the moment however, there exists a lack of formal data and evidence to support any such additional indications for vitamin E use.",alpha-Tocopherol acetate,9E8X80D2L0,,Leukotriene-B(4) omega-hydroxylase 1; Cytochrome P450 3A4; Free radicals; Alpha-tocopherol transfer protein; SEC14-like protein 4; SEC14-like protein 2; SEC14-like protein 3; Apolipoprotein B receptor; Scavenger receptor class B member 1; P-glycoprotein 1; Very low-density lipoprotein receptor; Low-density lipoprotein receptor,P78329; P08684; ; P49638; Q9UDX3; O76054; Q9UDX4; Q0VD83; Q8WTV0; P08183; P98155; P01130,CYP4F2; CYP3A4; ; TTPA; SEC14L4; SEC14L2; SEC14L3; APOBR; SCARB1; ABCB1; VLDLR; LDLR,true
"Sotagliflozin is a dual inhibitor of SGLT1 and SGLT2, the first of its kind,[A244499] which is approved for use in the EU, in combination with insulin, to improve glycemic control in patients with type 1 diabetes mellitus (T1DM) and a BMI ≥27 kg/m<sup>2</sup>.[L39705] Its potency in inhibiting SGLT2 is similar to that of other SGLT2 inhibitors, such as [canagliflozin] and [dapagliflozin], but its potency in inhibiting SGLT1 is >10-fold higher than its predecessors.[A244499] The added inhibition of intestinal SGLT1 delays glucose absorption in the distal small intestine and colon, thereby reducing post-prandial glucose levels.[A244470,A244499]

Sotagliflozin was approved in the EU under the brand name ""Zynquista"" on April 26, 2019.[L39734] A similar approval has also been sought in the US, but the FDA has since published a proposal to refuse the approval on the grounds that the data submitted did not show that it was safe under the proposed conditions of use.[L39739]",Sotagliflozin,6B4ZBS263Y,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,UDP-glucuronosyltransferase 1-9; UDP-glucuronosyltransferase 1-1; UDP-glucuronosyltransferase 2B7; Cytochrome P450 3A4; Sodium/glucose cotransporter 2; Sodium/glucose cotransporter 1; Cytochrome P450 2D6; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Solute carrier organic anion transporter family member 1B1; Solute carrier organic anion transporter family member 1B3; Canalicular multispecific organic anion transporter 1,O60656; P22309; P16662; P08684; P31639; P13866; P10635; P08183; Q9UNQ0; Q9Y6L6; Q9NPD5; Q92887,UGT1A9; UGT1A1; UGT2B7; CYP3A4; SLC5A2; SLC5A1; CYP2D6; ABCB1; ABCG2; SLCO1B1; SLCO1B3; ABCC2,true
"Tegafur (INN, BAN, USAN) is a prodrug of [DB00544] (5-FU), an antineoplastic agent used as the treatment of various cancers such as advanced gastric and colorectal cancers. It is a pyrimidine analogue used in combination therapies as an active chemotherapeutic agent in conjunction with [DB09257] and [DB03209], or along with [DB00544] as [DB09327]. Tegafur is usually given in combination with other drugs that enhance the bioavailability of the 5-FU by blocking the enzyme responsible for its degradation, or serves to limit the toxicity of 5-FU by ensuring high concentrations of 5-FU at a lower dose of tegafur [L933]. When converted and bioactivated to 5-FU, the drug mediates an anticancer activity by inhibiting thymidylate synthase (TS) during the pyrimidine pathway involved in DNA synthesis. 5-FU is listed on the World Health Organization's List of Essential Medicines.",Tegafur,1548R74NSZ,FC1=CN(C2CCCO2)C(=O)NC1=O,Cytochrome P450 2A6; Thymidylate synthase; Cytochrome P450 1A2; Cytochrome P450 2C8; Cytochrome P450 2E1; Cytochrome P450 3A5; Thyroxine-binding globulin,P11509; P04818; P05177; P10632; P05181; P20815; P05543,CYP2A6; TYMS; CYP1A2; CYP2C8; CYP2E1; CYP3A5; SERPINA7,true
"Tramadol is a centrally acting synthetic opioid analgesic and SNRI (serotonin/norepinephrine reuptake-inhibitor) that is structurally related to [codeine] and [morphine]. Due to its good tolerability profile and multimodal mechanism of action, tramadol is generally considered a lower-risk opioid option for the treatment of moderate to severe pain. It is considered a Step 2 option on the World Health Organization's pain ladder and has about 1/10th of the potency of [morphine]. 

Tramadol differs from other traditional opioid medications in that it doesn't just act as a μ-opioid agonist, but also affects monoamines by modulating the effects of neurotransmitters involved in the modulation of pain such as serotonin and norepinpehrine which activate descending pain inhibitory pathways.[A182279] Tramadol's effects on serotonin and norepinephrine mimic the effects of other SNRI antidepressants such as [duloxetine] and [venlafaxine].

Tramadol exists as a racemic mixture consisting of two pharmacologically active enantiomers that both contribute to its analgesic property through different mechanisms and are also themselves metabolized into active metabolites: (+)-tramadol and its primary metabolite (+)-O-desmethyl-tramadol (M1) are agonists of the μ opioid receptor while (+)-tramadol inhibits serotonin reuptake and (-)-tramadol inhibits norepinephrine reuptake. These pathways are complementary and synergistic, improving tramadol's ability to modulate the perception of and response to pain.[A4269,A183842] 

Tramadol has also been shown to affect a number of other pain modulators within the central nervous system as well as non-neuronal inflammatory markers and immune mediators.[A183728,A183734,A183761,A17159,A182300] Due to the broad spectrum of targets involved in pain and inflammation, it's not surprising that the evidence has shown that tramadol is effective for a number of pain types including neuropathic pain, post-operative pain, lower back pain, as well as pain associated with labour, osteoarthritis, fibromyalgia, and cancer. Due to its SNRI activity, tramadol also has anxiolytic, antidepressant, and anti-shivering effects which are all frequently found as comorbidities with pain.[A182300]

Similar to other opioid medications, tramadol poses a risk for development of tolerance, dependence and abuse. If used in higher doses, or with other opioids, there is a dose-related risk of overdose, respiratory depression, and death.[A183830,F4679] However, unlike other opioid medications, tramadol use also carries a risk of seizure and serotonin syndrome, particularly if used with other serotonergic medications.[A183836,A179926]",Tramadol,39J1LGJ30J,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,Mu-type opioid receptor; Sodium-dependent noradrenaline transporter; 5-hydroxytryptamine receptor 2C; Kappa-type opioid receptor; Sodium-dependent serotonin transporter; Cytochrome P450 2D6; Delta-type opioid receptor; Cytochrome P450 3A4; Cytochrome P450 2B6; Alpha-7 nicotinic cholinergic receptor subunit; Muscarinic acetylcholine receptor M3; Muscarinic acetylcholine receptor M1; UDP-glucuronosyltransferase 1-1; Neurokinin 1 receptor; Sodium channel protein type 2 subunit alpha; Transient receptor potential cation channel subfamily V member 1; NMDA receptor; Adenosine receptor A1; Alpha-2 adrenergic receptors,P35372; P23975; P28335; P41145; P31645; P10635; P41143; P08684; P20813; Q693P7; P20309; P11229; P22309; P25103; Q99250; Q8NER1; Q05586; Q12879; Q13224; Q14957; O15399; Q8TCU5; O60391; P30542; P08913; P18089; P18825,OPRM1; SLC6A2; HTR2C; OPRK1; SLC6A4; CYP2D6; OPRD1; CYP3A4; CYP2B6; CHRNA7; CHRM3; CHRM1; UGT1A1; TACR1; SCN2A; TRPV1; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; ADORA1; ADRA2A; ADRA2B; ADRA2C,true
"Inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease, is typified by a chronic gastrointestinal inflammatory microenvironment, driven in part by the excessive infiltration and retention of intestinal-homing lymphocytes.[A244564, A244569, A244579, A244584] A recent class of drugs designed to impair lymphocyte homing, so-called ""anti-trafficking agents"" (ATAs), have shown some success and include approved drugs such as [natalizumab] and [vedolizumab], which target integrins and impair their interaction with adhesion molecules on epithelial cells.[A244574] In the case of [natalizumab], which targets the α4 integrin subunit, this has also resulted in undesirable blockade of lymphocyte CNS trafficking and reported cases of progressive multifocal leukoencephalopathy (PML).[A244564, A244584] Etrolizumab is a humanized IgG1κ monoclonal antibody directed against the β7 subunit of gastrointestinal α4β7 and αEβ7 integrins that, due to its target specificity, appears as or more efficacious than [vedolizumab] and without the CNS effects of [natalizumab].[A244564, A244569, A244574, A244584]

Etrolizumab is currently under investigation for the treatment of ulcerative colitis and Crohn's disease.",Etrolizumab,I2A72G2V3J,,Integrin beta-7,P26010,ITGB7,false
"Carbon monoxide (CO) is a colorless, odorless, and tasteless gas that has a slightly lower density than air. It is toxic to hemoglobin utilizing animals (including humans), when encountered in concentrations above about 35 ppm, although it is also formed in normal animal metabolism in low quantities, and is thought to have some normal biological/homeostatic functions [L2529]. Carbon monoxide (CO), is a ubiquitous environmental product of organic combustion, which is also formed endogenously in the human body, as the byproduct of heme metabolism [A32758]. Exhaled CO (eCO), similar to exhaled nitric oxide (eNO), has been evaluated as a candidate breath biomarker of pathophysiological states, including smoking status, and inflammatory diseases of the lung and other organs. Exhalation of corbon monoxide values have been studied as potential indicators of inflammation in asthma, stable COPD and exacerbations, cystic fibrosis, lung cancer, and during surgery or critical care [L2529].

A test of the diffusing capacity of the lungs for carbon monoxide (DLCO), is one of the most clinically valuable tests of lung function testing. The technique was first described  100 years ago, and applied to clinical practice many years after. The DLCO measures the ability of the lungs to transfer gas from inhaled air to the red blood cells in pulmonary capillaries. The DLCO test is both convenient and simple for the patient to undergo. The ten seconds of breath-holding required for the DLCO maneuver is easier for most patients to perform than the forced exhalation required for other respiratory tests [L2557].

Carbon monoxide is presently used in small amounts in low oxygen modified atmosphere packaging systems (MAP) for fresh meat to stabilize and maintain natural meat color. This use of CO has been generally recognized as safe (GRAS) in several packaging applications for fresh meat products. Since 2002, FDA has favorably reviewed three GRAS notifications for carbon monoxide use in fresh meat packaging [L2537]. The FDA classifies this drug as permitted as a food additive in the packaging and preparation of food products, while following the federal code of regulations [L2531].

There have been several concerns voiced of over the use of carbon monoxide in food products [L2537], [L2538], [L2539]. The European Union has banned the use of carbon monoxide as a color stabilizer in meat and fish. A December 2001 report from the European Commission's Scientific Committee on Food concluded that the gas did not pose a risk provided that food was maintained adequately cold during storage and transport to prevent the growth of microorganisms [L2538].  In New Zealand, the use of carbon monoxide in fish preparation has been banned, as it may mask the effects of food spoilage and bacterial growth [L2539].",Carbon monoxide,7U1EE4V452,,Myoglobin,P02144,MB,true
"Tetrahydrocannabivarin (THCV) is a propyl analogue of tetrahydrocannabinol (Δ9-THC), one of the primary pharmacological components of [Medical Cannabis]. Δ9-THC is currently available in several synthetic forms, including [Dronabinol], while purified or isolated THCV is not approved for any medical uses and is not available as any marketed products. As a major phytocannabinoid, however, THCV is accessible within [Medical Cannabis] along with other identified cannabinoids including [Cannabidiol] (CBD), [cannabinol] (CBN), [cannabigerol] (CBG), [cannabichromene] (CBC), [cannabivarin] (CBV), and [Cannabidivarin] (CBDV). 

THCV is one of four cannabinoids with identified potential as anticonvulsant agents, which also includes Δ9-tetrahydrocannabinolic acid, [Cannabidiol] (CBD), and [Cannabidivarin] (CBDV) [A33334].

Although THCV possesses an almost identical structure to Δ9-THC (varying only by the length of its lipophilic alkyl chain), it has different molecular targets and pharmacological profile [A32972]. Compared to THC which demonstrates its effects through weak partial agonist activity of both endocannabinoid receptors Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R), THCV acts as a CB1 antagonist and a partial agonist of CB2 [A32477]. Further evidence has also shown that THCV acts as an agonist of GPR55 and l-α-lysophosphatidylinositol (LPI) [A32974]. Beyond the endocannabinoid system, THCV has also been reported to activate 5HT1A receptors to produce an antipsychotic effect that has therapeutic potential for ameliorating some of the negative, cognitive and positive symptoms of schizophrenia [A32975]. Furthermore, THCV interacts with different transient receptor potential (TRP) channels including TRPV2, which may contribute to the analgesic, anti-inflammatory and anti-cancer effects of cannabinoids and Cannabis extracts [A32976]. It has also shown antiepileptiform and anticonvulsant properties, that suggest possible therapeutic application in the treatment of pathophysiologic hyperexcitability states such as untreatable epilepsy [A33325].

Cannabinoid receptors are utilized endogenously by the body through the endocannabinoid system, which includes a group of lipid proteins, enzymes, and receptors that are involved in many physiological processes. Through its modulation of neurotransmitter release, the endocannabinoid system regulates cognition, pain sensation, appetite, memory, sleep, immune function, and mood among many others. These effects are largely mediated through two members of the G-protein coupled receptor family, cannabinoid receptors 1 and 2 (CB1 and CB2)[A32585]. CB1 receptors are found in both the central and peripheral nervous systems, with the majority of receptors localized to the hippocampus and amygdala of the brain. Physiological effects of using cannabis make sense in the context of its receptor activity as the hippocampus and amygdala are primarily involved with regulation of memory, fear, and emotion. In contrast, CB2 receptors are mainly found peripherally in immune cells, lymphoid tissue, and peripheral nerve terminals [A32676].

Reliably studying the effects of Cannabis (and of THCV) is complicated by the numerous other compounds that Cannabis contains such as terpenes, flavonoids, phenols, amino acids, and fatty acids among many others that have the potential to modulate the plant's pharmacological effect [A32832,A32824].",Tetrahydrocannabivarin,I5YE3I47D8,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1,Cannabinoid receptor 1; Cannabinoid receptor 2; G-protein coupled receptor 55; 5-hydroxytryptamine receptor 1A; Transient receptor potential cation channel subfamily V member 2; Transient receptor potential cation channel subfamily M member 8; Transient receptor potential cation channel subfamily A member 1,P21554; P34972; Q9Y2T6; P08908; Q9Y5S1; Q7Z2W7; O75762,CNR1; CNR2; GPR55; HTR1A; TRPV2; TRPM8; TRPA1,false
"Nabilone (marketed as Cesamet) is a synthetic form of delta-9-tetrahydrocannabinol (Δ⁹-THC), the primary psychoactive component of cannabis (marijuana). Although structurally distinct from THC, nabilone mimics THC's structure and pharmacological activity through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors, however it is considered to be twice as active as Δ⁹-THC. Nabilone is approved by the FDA for the treatment of nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments [FDA Label].

Tetrahydrocannabinol (THC) and cannabidiol (CBD) are the two most abundant cannabinoids found naturally in the resin of the marijuana plant, both of which are pharmacologically active due to their interaction with cannabinoid receptors that are found throughout the body [A32830]. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. If not provided in their activated form (such as through synthetic forms like Nabilone or [DB00470]), THC and CBD are obtained through conversion from their precursors, tetrahydrocannabinolic acid-A (THCA-A) and cannabidiolic acid (CBDA), through decarboxylation reactions. This can be achieved through heating, smoking, vaporization, or baking of dried unfertilized female cannabis flowers.

From a pharmacological perspective, Cannabis' diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon endogenous cannabinoid receptors of the body [A32584]. The endocannabinoid system is widely distributed throughout the central and peripheral nervous system (via the Cannabinoid Receptors CB1 and CB2) and plays a role in many physiological processes such as inflammation, cardiovascular function, learning, pain, memory, stress and emotional regulation, and the sleep/wake cycle among many others [A32824]. CB1 receptors are found in both the central and peripheral nervous system, and are most abundant in the hippocampus and amygdala, which are the areas of the brain responsible for short-term memory storage and emotional regulation. CB2 receptors are mainly located in the peripheral nervous system and can be found on lymphoid tissue where they are involved in regulation of immune function [A32676].

In Canada, the United States, the United Kingdom and Mexico, nabilone is marketed as Cesamet. It was approved in 1985 by the United States FDA for treatment of chemotherapy-induced nausea and vomiting that has not responded to conventional antiemetics. Though it was approved by the FDA in 1985, the drug only began marketing in the United States in 2006. It is also approved for use in treatment of anorexia and weight loss in patients with AIDS.

Nabilone is a racemate consisting of the (S,S) and the (R,R) isomers.",Nabilone,2N4O9L084N,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,Cannabinoid receptor 2; Cannabinoid receptor 1; Cytochrome P450 2E1; Cytochrome P450 2C8; Cytochrome P450 2C9; Cytochrome P450 3A4; Cytochrome P450 2J2,P34972; P21554; P05181; P10632; P11712; P08684; P51589,CNR2; CNR1; CYP2E1; CYP2C8; CYP2C9; CYP3A4; CYP2J2,true
"Multiple Sclerosis (MS) is a chronic and inflammatory autoimmune disease of the central nervous system, disrupting communication between the brain and other parts of the body. Most patients diagnosed with this illness experience their initial disease symptoms between the age of 20 to 40, often the most productive years of life. Symptoms may include but are not limited to fatigue, gait changes, bowel or bladder dysfunction, abnormal muscle twitching, vision disturbance, and depressing or mood swings.[L5801] MS is one of the most common causes of neurological disability in young adults and is found to occur more frequently in women than in men.[A176474,L5792]

Peginterferon beta-1a is an interferon therapy used for the management of relapsing forms of MS. It was originally approved by the FDA in 2014 for subcutaneous use, and was approved for intramuscular use in January 2021.[L31428] Currently, it is the only approved pegylated interferon for the management of MS with an proven ability to reduce relapses and delay the progression of disability resulting from MS.",Peginterferon beta-1a,I8309403R0,,Cytochrome P450 1A2; Interferon alpha/beta receptor 1,P05177; P17181,CYP1A2; IFNAR1,true
"Siponimod, also known as _Mayzent_, by Novartis, is a new drug formulated for the management of Multiple Sclerosis (MS). It was approved by the FDA on March 26, 2019 [L5792] and by Health Canada on February 20, 2020.[L12171] This drug is considered a _sphingosine-1-phosphate (S1P) receptor modulator_ and is thought to play a role in suppressing the central nervous system inflammation that is associated with MS [FDA label].

Multiple Sclerosis (MS) is an autoimmune disease of the central nervous system that is chronic and inflammatory, disrupting communication between the brain and other parts of the body. Most patients diagnosed with this illness experience their initial disease symptoms between the age of 20 to 40, often the most productive years of life. Symptoms may include but are not limited to fatigue, gait changes, bowel or bladder dysfunction, abnormal muscle twitching, vision disturbance, and depressing or mood swings.[L5801] MS is one of the most common causes of neurological disability in young adults and is found to occur more frequently in women than in men.[A176474,L5792]",Siponimod,RR6P8L282I,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,Sphingosine 1-phosphate receptor 5; Sphingosine 1-phosphate receptor 1; Cytochrome P450 3A4; Cytochrome P450 2C9,Q9H228; P21453; P08684; P11712,S1PR5; S1PR1; CYP3A4; CYP2C9,true
"Recombinant zoster vaccine, manufactured as the product Shingrix by GlaxoSmithKline, is an adjuvanted non-live recombinant vaccine indicated for prevention of shingles. First approved in October 2017 by the Food and Drug Administration, Shingrix is the preferred vaccine for preventing varicella zoster infection in people aged 50 years and older, replacing Zostavax as first line therapy[L1038]. 

Herpes zoster, also known as shingles, is caused by a reactivation of Varicella Zoster Virus (VZV), the virus that commonly causes Chickenpox in childhood. Following initial infection of VZV and resolution of Chickenpox as a child, VZV then lies dormant within the dorsal root ganglion of the central nervous sytem. Decades later, when the body's immune system weakens with age, VZV is able to reactivate and descend through the nerve cells to the surface of the skin where it causes a painful blistering rash. Risk factors for developing shingles include old age, with rates increasing substantially in person's over the age of 50, low immune function or immunosuppression, psychological stress, and diabetes. Person's living with HIV or cancer, those taking immunosuppressants, and transplant recipients are particularly at risk [L1037]. 

One of the most common complications associated with shingles is the development of Post-Herpetic Neuralgia (PHN), a persistant severe nerve pain that develops as a result of chronic pain from shingles lesions. PHN can last for days, months, or even years following resolution of shingles. Other complications also include bacterial infection, spread of the shingles rash to the eye (herpes zoster ophthalmicus) or ear, nerve palsies, or spread of VZV to non-immune persons via contact with varicella lesions.

There are numerous advantages to using Shingrix over Zostavax. Clinical trials for Shingrix have shown greater than 90% efficacy in adults aged 50 and older, with 89% efficacy in preventing postherpetic neuralgia in patients 70 years and older and 91% efficacy in patients 50-70 years of age [FDA Label]. This is a significant improvement over its predecessor, Zostavax, which reduces the risk of shingles by only 51% and the risk of post-herpetic neuralgia by 67% [A31349]. Efficacy of Zostavax also wanes over time, with protection against shingles and PHN lasting only around 5 years. Furthermore, because Shingrix is an inactivated vaccine it can also be used to prevent shingles and PHN in individuals with suppressed immune systems, who are already at increased risk of developing shingles, while Zostavax, a live attenuated vaccine, is contraindicated.

The main immunological component of Shingrix vaccine is glycoprotein E (gE), a protein found on the surface of varicella zoster virus (VZV). Immune exposure to gE protein stimulates the development of anti-gE antibodies, and therefore adaptive immunity to VZV. Shingrix also contains an adjuvant system, AS01B, which is intended to enhance the immunological response to the vaccine leading to longer lasting and greater immunogenicity to the herpes zoster virus [L1036].",Varicella zoster vaccine (recombinant),COB9FF6I46,,"","","",true
